ID,LtrGrade,Grade,Term_GPA,Course,Name,Age,Attendance,Gender,Latino,Race,ZIP,LAT,LNG,ProfID
2016000035,D+,68.38,2.93,ACC 220,Financial Accounting,20,86.67,2,0,1,89128,36.196814,-115.264363,79
2016000035,A-,91.47,2.93,COM 105,Oral Communication,20,82.0,2,0,1,89128,36.196814,-115.264363,41
2016000035,B-,82.78,2.93,ECO 115,Macroeconomics,20,88.24,2,0,1,89128,36.196814,-115.264363,89
2016000035,A,93.38,2.93,MGT 320,HR and Talent Management,20,81.63,2,0,1,89128,36.196814,-115.264363,41
2016000035,B,83.0,2.93,INT 350,"The American Experiment in Politics, Culture &amp; Religion",20,86.67,2,0,1,89128,36.196814,-115.264363,20
2016000036,B-,82.0,2.53,BIO 105,Introductory Biology I and LAB,20,100.0,3,0,1,85364,32.702259999999995,-114.65801299999998,6
2016000036,C-,70.16,2.53,CHE 105,General Chemistry I and LAB,20,100.0,3,0,1,85364,32.702259999999995,-114.65801299999998,31
2016000036,B,85.0,2.53,FRS 100,Freshman Seminar,20,100.0,3,0,1,85364,32.702259999999995,-114.65801299999998,12
2016000036,C+,76.0,2.53,INT 100,Interdisciplinary Studies,20,91.18,3,0,1,85364,32.702259999999995,-114.65801299999998,28
2016000036,A-,90.88,2.53,WRI 090,Intermediate Composition,20,100.0,3,0,1,85364,32.702259999999995,-114.65801299999998,54
2016000036,D+,66.17,2.07,BIO 110,Introductory Biology II and LAB,20,92.59,3,0,1,85364,32.702259999999995,-114.65801299999998,6
2016000036,D,64.5,2.07,CHE 110,General Chemistry II and LAB,20,100.0,3,0,1,85364,32.702259999999995,-114.65801299999998,31
2016000036,C+,76.31,2.07,INT 110,Critical Reasoning,20,84.38,3,0,1,85364,32.702259999999995,-114.65801299999998,29
2016000036,B,83.88,2.07,WRI 100,College Composition I,20,80.95,3,0,1,85364,32.702259999999995,-114.65801299999998,71
2016000036,A,96.67,2.07,MUS 205,Chorale,20,94.44,3,0,1,85364,32.702259999999995,-114.65801299999998,75
2016000036,A-,90.88,2.82,BIO 305,Human Physiology &amp; Anatomy I,20,92.86,3,0,1,85364,32.702259999999995,-114.65801299999998,73
2016000036,B-,80.18,2.82,KIN 200,Introduction to Kinesiology,20,88.46,3,0,1,85364,32.702259999999995,-114.65801299999998,40
2016000036,C,74.49,2.82,MTH 100,College Algebra,20,93.33,3,0,1,85364,32.702259999999995,-114.65801299999998,16
2016000036,B,85.38,2.82,INT 200,Classical Rhetoric,20,92.0,3,0,1,85364,32.702259999999995,-114.65801299999998,25
2016000036,B-,82.33,2.82,WRI 105,College Composition II,20,96.0,3,0,1,85364,32.702259999999995,-114.65801299999998,10
2016000036,A,96.0,3.1,BIO 310,Human Physiology and Anatomy II,20,92.86,3,0,1,85364,32.702259999999995,-114.65801299999998,73
2016000036,C+,78.0,3.1,KIN 100,Fundamentals of Nutrition,20,92.86,3,0,1,85364,32.702259999999995,-114.65801299999998,40
2016000036,B+,86.0,3.1,KIN 275,Fundamentals of Strength &amp; Conditioning &amp; Ex Prescription,20,100.0,3,0,1,85364,32.702259999999995,-114.65801299999998,77
2016000036,B,84.0,3.1,MTH 105,Introduction to Statistics,20,100.0,3,0,1,85364,32.702259999999995,-114.65801299999998,15
2016000036,B-,80.0,3.1,THE 105,New Testament,20,100.0,3,0,1,85364,32.702259999999995,-114.65801299999998,52
2016000036,B+,88.0,3.1,INT 210,Western Civilization &amp; the Formation of Christendom,20,100.0,3,0,1,85364,32.702259999999995,-114.65801299999998,20
2016000036,A-,90.04,2.8,KIN 150,Intro to Athletic Training,20,81.4,3,0,1,85364,32.702259999999995,-114.65801299999998,51
2016000036,D+,69.78,2.8,KIN 315,Nutrition for Health &amp; Exercise Performance,20,92.31,3,0,1,85364,32.702259999999995,-114.65801299999998,77
2016000036,C,73.23,2.8,KIN 350,Measurments and Evaluation in Kinesiology,20,75.76,3,0,1,85364,32.702259999999995,-114.65801299999998,66
2016000036,B-,81.84,2.8,KIN 325,Motor Control &amp; Learning,20,73.33,3,0,1,85364,32.702259999999995,-114.65801299999998,40
2016000036,A,138.52,2.8,PSY 150,Introduction to Psychology,20,56.67,3,0,1,85364,32.702259999999995,-114.65801299999998,70
2016000041,C+,77.0,1.58,FRS 100,Freshman Seminar,20,100.0,3,0,4,91764,34.074087,-117.605618,12
2016000041,D,65.0,1.58,INT 100,Interdisciplinary Studies,20,94.12,3,0,4,91764,34.074087,-117.605618,28
2016000041,A-,90.7,1.58,WRI 090,Intermediate Composition,20,88.89,3,0,4,91764,34.074087,-117.605618,54
2016000041,D,63.0,1.58,BIO 105,Introductory Biology I and LAB,20,87.5,3,0,4,91764,34.074087,-117.605618,6
2016000041,F,59.0,1.58,CHE 105,General Chemistry I and LAB,20,93.94,3,0,4,91764,34.074087,-117.605618,31
2016000041,F,49.24,2.61,BIO 110,Introductory Biology II and LAB,20,81.48,3,0,4,91764,34.074087,-117.605618,6
2016000041,A,95.03,2.61,INT 110,Critical Reasoning,20,90.63,3,0,4,91764,34.074087,-117.605618,29
2016000041,A,95.17,2.61,WRI 100,College Composition I,20,85.71,3,0,4,91764,34.074087,-117.605618,71
2016000041,P+,100.0,2.61,BIO 390,Journal Club and Scientific Writing,20,100.0,3,0,4,91764,34.074087,-117.605618,31
2016000041,B+,86.28,2.61,KIN 150,Intro to Athletic Training,20,93.75,3,0,4,91764,34.074087,-117.605618,51
2016000042,F,52.0,1.44,FRS 100,Freshman Seminar,20,81.25,2,1,1,92592,33.511228,-117.042396,12
2016000042,D-,60.0,1.44,INT 100,Interdisciplinary Studies,20,88.24,2,1,1,92592,33.511228,-117.042396,28
2016000042,F,25.29,1.44,ECO 115,Principles of Macroeconomics,20,50.0,2,1,1,92592,33.511228,-117.042396,81
2016000042,C+,76.0,1.44,MGT 100,Foundations of Business,20,94.12,2,1,1,92592,33.511228,-117.042396,76
2016000042,C-,71.6,1.44,WRI 090,Intermediate Composition,20,81.48,2,1,1,92592,33.511228,-117.042396,54
2016000043,A,99.0,3.95,FRS 100,Freshman Seminar,20,100.0,3,0,1,95370,37.984549,-120.349264,12
2016000043,A,113.0,3.95,HIS 100,Introduction to Historical Study,20,100.0,3,0,1,95370,37.984549,-120.349264,20
2016000043,A-,90.0,3.95,INT 100,Interdisciplinary Studies,20,91.18,3,0,1,95370,37.984549,-120.349264,28
2016000043,A,99.0,3.95,THE 100,Orthodox Christianity,20,96.67,3,0,1,95370,37.984549,-120.349264,83
2016000043,A,95.85,3.95,WRI 100,College Composition I,20,92.31,3,0,1,95370,37.984549,-120.349264,54
2016000043,A,93.5,3.95,PUB 200,Publishing Practicum,20,100.0,3,0,1,95370,37.984549,-120.349264,28
2016000043,A-,91.5,3.08,ART 100,Intro to Studio Art &amp; Art History,20,90.91,3,0,1,95370,37.984549,-120.349264,39
2016000043,B,85.6,3.08,INT 110,Critical Reasoning,20,93.75,3,0,1,95370,37.984549,-120.349264,29
2016000043,B,84.21,3.08,LIT 201,Special Topics: The Works of JRR Tolkien,20,100.0,3,0,1,95370,37.984549,-120.349264,28
2016000043,A,93.0,3.08,MTH 100,College Algebra,20,88.89,3,0,1,95370,37.984549,-120.349264,67
2016000043,C-,72.0,3.08,THE 105,New Testament,20,85.71,3,0,1,95370,37.984549,-120.349264,52
2016000043,A,93.59,3.68,LIT 200,Intro to Literature &amp; Creative Writing,20,100.0,3,0,1,95370,37.984549,-120.349264,28
2016000043,A,94.73,3.68,MUS 201,Orthodox Church Music,20,100.0,3,0,1,95370,37.984549,-120.349264,75
2016000043,A-,90.61,3.68,SPA 100,Spanish I,20,96.55,3,0,1,95370,37.984549,-120.349264,19
2016000043,B-,81.67,3.68,BIO 100,Natural World: Biology,20,100.0,3,0,1,95370,37.984549,-120.349264,31
2016000043,A,96.0,3.68,INT 200,Classical Rhetoric,20,96.3,3,0,1,95370,37.984549,-120.349264,25
2016000043,A,104.95,3.75,INT 210,Western Civilization &amp; the Formation of Christendom,20,97.83,3,0,1,95370,37.984549,-120.349264,20
2016000043,A,93.0,3.75,LIT 305,British Literature: Donne to Modernism,20,90.24,3,0,1,95370,37.984549,-120.349264,10
2016000043,B,84.0,3.75,SPA 105,Spanish II,20,96.77,3,0,1,95370,37.984549,-120.349264,19
2016000043,A,93.0,3.75,HUM 305,Literature in History,20,96.43,3,0,1,95370,37.984549,-120.349264,25
2016000043,A,95.06,3.75,INT 310,Modern European Thought &amp; Culture,20,96.88,3,0,1,95370,37.984549,-120.349264,28
2016000044,A,97.0,3.95,FRS 100,Freshman Seminar,20,100.0,3,1,5,92003,33.285274,-117.197777,12
2016000044,A-,91.0,3.95,INT 100,Interdisciplinary Studies,20,94.12,3,1,5,92003,33.285274,-117.197777,28
2016000044,A,95.17,3.95,WRI 100,College Composition I,20,92.31,3,1,5,92003,33.285274,-117.197777,54
2016000044,A,109.0,3.95,HIS 100,Introduction to Historical Study,20,100.0,3,1,5,92003,33.285274,-117.197777,20
2016000044,A,97.0,3.95,MUS 205,Chorale,20,96.77,3,1,5,92003,33.285274,-117.197777,75
2016000044,A,98.0,3.95,MUS 300,Music Theory I,20,100.0,3,1,5,92003,33.285274,-117.197777,75
2016000044,A,98.33,4.0,ART 100,Intro to Studio Art &amp; Art History,20,81.82,3,1,5,92003,33.285274,-117.197777,39
2016000044,0,0.0,4.0,THE 105,New Testament,20,100.0,3,1,5,92003,33.285274,-117.197777,52
2016000044,A,116.5,4.0,WRI 105,College Composition II,20,94.12,3,1,5,92003,33.285274,-117.197777,71
2016000044,A,98.46,4.0,INT 110,Critical Reasoning,20,93.1,3,1,5,92003,33.285274,-117.197777,29
2016000044,A,97.6,4.0,MTH 105,Introduction to Statistics,20,100.0,3,1,5,92003,33.285274,-117.197777,15
2016000044,A,112.79,4.0,MUS 200,Intro to Music Listening and Performance,20,100.0,3,1,5,92003,33.285274,-117.197777,75
2016000044,A,94.49,3.93,LIT 200,Intro to Literature &amp; Creative Writing,20,96.67,3,1,5,92003,33.285274,-117.197777,28
2016000044,A,99.04,3.93,MUS 201,Orthodox Church Music,20,100.0,3,1,5,92003,33.285274,-117.197777,75
2016000044,A-,92.97,3.93,SPA 100,Spanish I,20,100.0,3,1,5,92003,33.285274,-117.197777,19
2016000044,A,97.95,3.93,INT 300,Ethics,20,100.0,3,1,5,92003,33.285274,-117.197777,29
2016000045,WF,0.0,2.59,ECO 115,Principles of Macroeconomics,21,95.45,2,1,1,76244,32.928037,-97.283914,81
2016000045,B+,87.0,2.59,FRS 100,Freshman Seminar,21,100.0,2,1,1,76244,32.928037,-97.283914,12
2016000045,B-,80.0,2.59,INT 100,Interdisciplinary Studies,21,100.0,2,1,1,76244,32.928037,-97.283914,28
2016000045,B-,81.0,2.59,MGT 100,Foundations of Business,21,100.0,2,1,1,76244,32.928037,-97.283914,76
2016000045,A,93.0,2.59,WRI 090,Intermediate Composition,21,100.0,2,1,1,76244,32.928037,-97.283914,54
2016000045,C+,79.06,2.92,ECO 110,Principles of Microeconomics,21,96.67,2,1,1,76244,32.928037,-97.283914,17
2016000045,B+,89.34,2.92,INT 110,Critical Reasoning,21,89.66,2,1,1,76244,32.928037,-97.283914,29
2016000045,A-,92.89,2.92,WRI 100,College Composition I,21,100.0,2,1,1,76244,32.928037,-97.283914,71
2016000045,B,83.0,2.92,MTH 100,College Algebra,21,100.0,2,1,1,76244,32.928037,-97.283914,67
2016000045,C+,78.0,2.92,THE 105,New Testament,21,100.0,2,1,1,76244,32.928037,-97.283914,52
2016000045,B-,82.8,2.7,ACC 220,Financial Accounting,21,100.0,2,1,1,76244,32.928037,-97.283914,17
2016000045,B-,82.17,2.7,INT 200,Classical Rhetoric,21,92.59,2,1,1,76244,32.928037,-97.283914,25
2016000045,B-,82.75,2.7,MGT 210,Quantitative Business Analysis,21,100.0,2,1,1,76244,32.928037,-97.283914,15
2016000045,B-,81.31,2.7,WRI 105,College Composition II,21,88.0,2,1,1,76244,32.928037,-97.283914,10
2016000045,B,84.0,2.92,ACC 230,Managerial Accounting,21,100.0,2,1,1,76244,32.928037,-97.283914,17
2016000045,C+,79.4,2.92,INT 210,Western Civilization &amp; the Formation of Christendom,21,100.0,2,1,1,76244,32.928037,-97.283914,20
2016000045,B-,81.0,2.92,BUS 310,Leadership and Business Ethics,21,97.06,2,1,1,76244,32.928037,-97.283914,44
2016000045,B+,87.0,2.92,CHE 100,Natural World: Chemistry,21,93.1,2,1,1,76244,32.928037,-97.283914,63
2016000045,B+,88.0,2.92,MGT 315,Organizational Behavior,21,92.16,2,1,1,76244,32.928037,-97.283914,89
2016000045,B+,86.93,3.39,BUS 305,Business Law,21,90.0,2,1,1,76244,32.928037,-97.283914,23
2016000045,A,94.35,3.39,COM 105,Oral Communication,21,94.0,2,1,1,76244,32.928037,-97.283914,41
2016000045,B+,87.42,3.39,INT 300,Ethics,21,87.5,2,1,1,76244,32.928037,-97.283914,29
2016000045,A-,90.96,3.39,ASL 100,American Sign Language I,21,100.0,2,1,1,76244,32.928037,-97.283914,82
2016000045,C-,72.78,3.39,BIO 100,Natural World: Biology,21,96.77,2,1,1,76244,32.928037,-97.283914,77
2016000046,B-,80.0,1.91,FRS 100,Freshman Seminar,21,93.75,2,0,1,92544,33.648169,-116.895308,12
2016000046,C+,77.0,1.91,INT 100,Interdisciplinary Studies,21,94.12,2,0,1,92544,33.648169,-116.895308,28
2016000046,B-,80.5,1.91,WRI 090,Intermediate Composition,21,92.59,2,0,1,92544,33.648169,-116.895308,54
2016000046,0,0.0,1.91,BIO 105,Introductory Biology I and LAB,21,100.0,2,0,1,92544,33.648169,-116.895308,6
2016000046,F,42.02,1.91,CHE 105,General Chemistry I and LAB,21,100.0,2,0,1,92544,33.648169,-116.895308,31
2016000046,C-,70.65,2.2,ECO 110,Principles of Microeconomics,21,96.67,2,0,1,92544,33.648169,-116.895308,17
2016000046,C-,71.43,2.2,INT 110,Critical Reasoning,21,84.38,2,0,1,92544,33.648169,-116.895308,29
2016000046,C-,70.91,2.2,KIN 150,Intro to Athletic Training,21,96.88,2,0,1,92544,33.648169,-116.895308,51
2016000046,A-,90.5,2.2,WRI 100,College Composition I,21,80.95,2,0,1,92544,33.648169,-116.895308,71
2016000046,C,73.81,2.6,ACC 220,Financial Accounting,21,96.55,2,0,1,92544,33.648169,-116.895308,17
2016000046,B-,80.02,2.6,ECO 115,Principles of Macroeconomics,21,87.5,2,0,1,92544,33.648169,-116.895308,89
2016000046,B,84.32,2.6,INT 200,Classical Rhetoric,21,96.0,2,0,1,92544,33.648169,-116.895308,25
2016000046,C+,79.9,2.6,MGT 100,Foundations of Management,21,90.0,2,0,1,92544,33.648169,-116.895308,4
2016000046,B,84.33,2.6,WRI 105,College Composition II,21,88.0,2,0,1,92544,33.648169,-116.895308,10
2016000046,B-,82.0,2.78,ACC 230,Managerial Accounting,21,96.88,2,0,1,92544,33.648169,-116.895308,17
2016000046,B-,80.0,2.78,BUS 310,Leadership and Business Ethics,21,97.06,2,0,1,92544,33.648169,-116.895308,44
2016000046,A-,90.0,2.78,CHE 100,Natural World: Chemistry,21,82.76,2,0,1,92544,33.648169,-116.895308,63
2016000046,C,74.06,2.78,INT 210,Western Civilization &amp; the Formation of Christendom,21,97.83,2,0,1,92544,33.648169,-116.895308,20
2016000047,D-,62.0,1.78,INT 100,Interdisciplinary Studies,24,94.12,2,1,1,91737,34.152583,-117.577707,28
2016000047,B,83.58,1.78,WRI 100,College Composition I,24,84.62,2,1,1,91737,34.152583,-117.577707,54
2016000047,0,0.0,1.78,BIO 105,Introductory Biology I and LAB,24,84.21,2,1,1,91737,34.152583,-117.577707,6
2016000047,F,50.6,1.78,CHE 105,General Chemistry I and LAB,24,100.0,2,1,1,91737,34.152583,-117.577707,31
2016000047,B,84.5,2.86,ART 100,Intro to Studio Art &amp; Art History,24,90.91,2,1,1,91737,34.152583,-117.577707,39
2016000047,C,73.43,2.86,HIS 200,Special Topics: Civil War and Reconstruction Era,24,94.29,2,1,1,91737,34.152583,-117.577707,12
2016000047,C+,79.37,2.86,INT 110,Critical Reasoning,24,82.76,2,1,1,91737,34.152583,-117.577707,29
2016000047,B,83.0,2.86,MTH 100,College Algebra,24,100.0,2,1,1,91737,34.152583,-117.577707,67
2016000047,A,118.17,2.86,WRI 105,College Composition II,24,76.47,2,1,1,91737,34.152583,-117.577707,71
2016000050,C-,70.36,2.03,ACC 220,Financial Accounting,23,79.17,2,0,2,90220,33.88151,-118.234451,17
2016000050,C-,70.0,2.03,BIO 100,Natural World: Biology,23,85.42,2,0,2,90220,33.88151,-118.234451,6
2016000050,C,73.75,2.03,ECO 115,Principles of Macroeconomics,23,86.67,2,0,2,90220,33.88151,-118.234451,81
2016000050,C-,70.2,2.03,MGT 100,Foundations of Business,23,82.35,2,0,2,90220,33.88151,-118.234451,76
2016000050,D+,69.0,2.03,SPA 100,Spanish I,23,90.63,2,0,2,90220,33.88151,-118.234451,19
2016000050,D+,66.27,1.23,ECO 110,Principles of Microeconomics,23,93.33,2,0,2,90220,33.88151,-118.234451,17
2016000050,D+,67.0,1.23,INT 210,Western Civilization &amp; the Formation of Christendom,23,90.63,2,0,2,90220,33.88151,-118.234451,20
2016000050,C+,79.75,1.23,KIN 150,Intro to Athletic Training,23,87.5,2,0,2,90220,33.88151,-118.234451,51
2016000050,F,50.63,1.23,ACC 230,Managerial Accounting,23,90.0,2,0,2,90220,33.88151,-118.234451,17
2016000051,C+,76.0,2.75,BIO 100,Natural World: Biology,26,100.0,2,0,1,92544,33.648169,-116.895308,6
2016000051,B-,82.34,2.75,ECO 115,Principles of Macroeconomics,26,100.0,2,0,1,92544,33.648169,-116.895308,81
2016000051,B+,88.0,2.75,INT 200,Classical Rhetoric,26,100.0,2,0,1,92544,33.648169,-116.895308,28
2016000051,C+,79.04,2.75,SPA 100,Spanish I,26,100.0,2,0,1,92544,33.648169,-116.895308,19
2016000051,B+,86.0,2.75,BUS 310,Leadership and Business Ethics,26,100.0,2,0,1,92544,33.648169,-116.895308,44
2016000051,C-,72.6,2.9,INT 210,Western Civilization &amp; the Formation of Christendom,26,93.75,2,0,1,92544,33.648169,-116.895308,20
2016000051,B-,80.46,2.9,MGT 420,Global Business Environment,26,88.24,2,0,1,92544,33.648169,-116.895308,76
2016000051,A-,91.33,2.9,MGT 480,Strategic Management,26,93.75,2,0,1,92544,33.648169,-116.895308,0
2016000051,B-,80.41,2.9,ECO 110,Principles of Microeconomics,26,96.67,2,0,1,92544,33.648169,-116.895308,17
2016000051,A-,92.05,2.9,WRI 105,College Composition II,26,94.12,2,0,1,92544,33.648169,-116.895308,71
2016000051,A-,91.53,2.54,BUS 498,Advanced Reading in Business,26,100.0,2,0,1,92544,33.648169,-116.895308,89
2016000051,C+,77.0,2.54,FIN 430,Financial Analysis and Investment,26,93.75,2,0,1,92544,33.648169,-116.895308,76
2016000051,B+,89.07,2.54,INT 300,Ethics,26,89.29,2,0,1,92544,33.648169,-116.895308,29
2016000051,C+,78.7,2.54,MKT 320,Principles of Marketing,26,93.33,2,0,1,92544,33.648169,-116.895308,0
2016000051,D-,60.34,2.54,MTH 100,College Algebra,26,90.0,2,0,1,92544,33.648169,-116.895308,16
2016000051,B+,89.0,2.56,BUS 499,Senior Capstone,26,100.0,2,0,1,92544,33.648169,-116.895308,89
2016000051,C,74.0,2.56,SPA 105,Spanish II,26,93.55,2,0,1,92544,33.648169,-116.895308,19
2016000052,C,74.0,2.4,ACC 220,Financial Accounting,25,95.83,2,0,1,92064,32.983606,-117.019035,17
2016000052,B-,82.05,2.4,LIT 200,Intro to Literature &amp; Creative Writing,25,90.32,2,0,1,92064,32.983606,-117.019035,54
2016000052,B+,87.0,2.4,MGT 100,Foundations of Business,25,88.24,2,0,1,92064,32.983606,-117.019035,76
2016000052,C-,71.0,2.4,PSY 150,Introduction to Psychology,25,90.7,2,0,1,92064,32.983606,-117.019035,80
2016000052,0,0.0,1.75,WRI 105,College Composition II,25,66.67,2,0,1,92064,32.983606,-117.019035,71
2016000052,B,83.2,1.75,HIS 200,Special Topics: Civil War and Reconstruction Era,25,88.57,2,0,1,92064,32.983606,-117.019035,12
2016000052,C,74.5,1.75,INT 210,Western Civilization &amp; the Formation of Christendom,25,81.25,2,0,1,92064,32.983606,-117.019035,20
2016000052,F,0.0,1.75,ART 100,Intro to Studio Art &amp; Art History,25,63.64,2,0,1,92064,32.983606,-117.019035,39
2016000052,C,74.5,1.75,MUS 200,Intro to Music Listening and Performance,25,80.56,2,0,1,92064,32.983606,-117.019035,75
2016000052,C,75.32,1.68,INT 300,Ethics,25,89.29,2,0,1,92064,32.983606,-117.019035,29
2016000052,D-,62.55,1.68,MKT 320,Principles of Marketing,25,80.0,2,0,1,92064,32.983606,-117.019035,0
2016000052,D+,68.33,1.68,WRI 105,College Composition II,25,76.0,2,0,1,92064,32.983606,-117.019035,10
2016000052,B-,81.5,1.68,BUS 310,Leadership,25,100.0,2,0,1,92064,32.983606,-117.019035,0
2016000052,C+,77.0,0.99,ACC 230,Managerial Accounting,25,87.5,2,0,1,92064,32.983606,-117.019035,17
2016000052,F,47.0,0.99,INT 310,Modern European Thought &amp; Culture,25,68.75,2,0,1,92064,32.983606,-117.019035,28
2016000052,C,73.4,0.99,MGT 315,Organizational Behavior,25,74.51,2,0,1,92064,32.983606,-117.019035,89
2016000052,F,46.0,0.99,SPA 105,Spanish II,25,77.42,2,0,1,92064,32.983606,-117.019035,19
2016000052,B+,87.65,3.57,BIO 100,Natural World: Biology,25,90.32,2,0,1,92064,32.983606,-117.019035,77
2016000052,A,98.5,3.57,MGT 320,HR and Talent Management,25,97.96,2,0,1,92064,32.983606,-117.019035,41
2016000052,A-,90.0,3.57,INT 350,"The American Experiment in Politics, Culture &amp; Religion",25,100.0,2,0,1,92064,32.983606,-117.019035,20
2016000053,A,94.12,3.54,ECO 115,Principles of Macroeconomics,21,100.0,2,1,1,92128,32.999818,-117.071808,81
2016000053,B-,80.0,3.54,FRS 100,Freshman Seminar,21,100.0,2,1,1,92128,32.999818,-117.071808,12
2016000053,C+,79.0,3.54,INT 100,Interdisciplinary Studies,21,94.12,2,1,1,92128,32.999818,-117.071808,28
2016000053,A,93.0,3.54,MGT 100,Foundations of Business,21,94.12,2,1,1,92128,32.999818,-117.071808,76
2016000053,A,93.0,3.54,WRI 100,College Composition I,21,96.15,2,1,1,92128,32.999818,-117.071808,54
2016000053,C+,77.39,3.2,ECO 110,Principles of Microeconomics,21,96.67,2,1,1,92128,32.999818,-117.071808,17
2016000053,A-,90.57,3.2,INT 110,Critical Reasoning,21,93.1,2,1,1,92128,32.999818,-117.071808,29
2016000053,B,84.88,3.2,PSY 345,Social Psychology,21,100.0,2,1,1,92128,32.999818,-117.071808,15
2016000053,A-,91.5,3.2,ART 100,Intro to Studio Art &amp; Art History,21,100.0,2,1,1,92128,32.999818,-117.071808,39
2016000053,B+,87.15,3.2,HIS 200,Special Topics: Civil War and Reconstruction Era,21,97.14,2,1,1,92128,32.999818,-117.071808,12
2016000053,B+,87.54,3.86,ACC 220,Financial Accounting,21,89.66,2,1,1,92128,32.999818,-117.071808,17
2016000053,A,96.73,3.86,PSY 250,Physiological Correlates of Human Behavior,21,100.0,2,1,1,92128,32.999818,-117.071808,15
2016000053,A,93.85,3.86,MGT 210,Quantitative Business Analysis,21,100.0,2,1,1,92128,32.999818,-117.071808,15
2016000053,A,93.4,3.86,INT 200,Classical Rhetoric,21,81.48,2,1,1,92128,32.999818,-117.071808,25
2016000053,A,96.5,3.86,MTH 110,Calculus I,21,100.0,2,1,1,92128,32.999818,-117.071808,67
2016000053,A-,91.0,3.66,ACC 230,Managerial Accounting,21,100.0,2,1,1,92128,32.999818,-117.071808,17
2016000053,B+,86.11,3.66,INT 210,Western Civilization &amp; the Formation of Christendom,21,100.0,2,1,1,92128,32.999818,-117.071808,20
2016000053,B+,87.0,3.66,MGT 315,Organizational Behavior,21,76.47,2,1,1,92128,32.999818,-117.071808,89
2016000053,A,95.1,3.66,PSY 350,Managerial Psychology - People in Organizations,21,100.0,2,1,1,92128,32.999818,-117.071808,15
2016000053,A,96.0,3.66,MTH 210,Calculus II,21,77.78,2,1,1,92128,32.999818,-117.071808,25
2016000053,B+,88.33,3.61,BIO 100,Natural World: Biology,21,83.87,2,1,1,92128,32.999818,-117.071808,77
2016000053,A,94.0,3.61,BUS 305,Business Law,21,83.33,2,1,1,92128,32.999818,-117.071808,23
2016000053,B,85.45,3.61,FIN 430,Corporate Finance,21,93.02,2,1,1,92128,32.999818,-117.071808,79
2016000053,A,95.04,3.61,MGT 320,HR and Talent Management,21,93.88,2,1,1,92128,32.999818,-117.071808,41
2016000058,C-,71.5,2.46,CHE 105,General Chemistry I and LAB,24,96.97,2,1,1,92084,33.219935,-117.202606,31
2016000058,C,74.0,2.46,PSY 150,Introduction to Psychology,24,95.35,2,1,1,92084,33.219935,-117.202606,80
2016000058,A-,91.0,2.46,THE 100,Orthodox Christianity,24,90.0,2,1,1,92084,33.219935,-117.202606,83
2016000058,F (R),46.51,0.64,BIO 110,Introductory Biology II and LAB,24,87.04,2,1,1,92084,33.219935,-117.202606,6
2016000058,F (R),0.0,0.64,CHE 110,General Chemistry II and LAB,24,100.0,2,1,1,92084,33.219935,-117.202606,31
2016000058,D,65.64,0.64,KIN 315,Nutrition for Health &amp; Exercise Performance,24,92.0,2,1,1,92084,33.219935,-117.202606,40
2016000058,C,73.0,0.64,INT 210,Western Civilization &amp; the Formation of Christendom,24,87.5,2,1,1,92084,33.219935,-117.202606,20
2016000058,B-,80.63,2.43,INT 300,Ethics,24,78.57,2,1,1,92084,33.219935,-117.202606,29
2016000058,A-,91.86,2.43,KIN 150,Intro to Athletic Training,24,89.66,2,1,1,92084,33.219935,-117.202606,51
2016000058,C+,77.13,2.43,WRI 105,College Composition II,24,80.0,2,1,1,92084,33.219935,-117.202606,10
2016000058,D,65.57,2.43,KIN 350,Measurments and Evaluation in Kinesiology,24,85.71,2,1,1,92084,33.219935,-117.202606,50
2016000058,C+,78.0,2.41,BIO 110,Introductory Biology II and LAB,24,71.43,2,1,1,92084,33.219935,-117.202606,31
2016000058,B-,81.0,2.41,KIN 275,Fundamentals of Strength &amp; Conditioning &amp; Ex Prescription,24,96.88,2,1,1,92084,33.219935,-117.202606,77
2016000059,A-,90.0,3.45,BIO 105,Introductory Biology I and LAB,23,97.92,2,1,1,92064,32.983606,-117.019035,6
2016000059,B+,87.0,3.45,KIN 200,Introduction to Kinesiology,23,93.1,2,1,1,92064,32.983606,-117.019035,40
2016000059,A,96.14,3.45,THE 100,Orthodox Christianity,23,90.0,2,1,1,92064,32.983606,-117.019035,83
2016000059,B-,82.23,3.45,INT 300,Ethics,23,90.24,2,1,1,92064,32.983606,-117.019035,29
2016000059,C+,77.65,3.25,BIO 110,Introductory Biology II and LAB,23,90.74,2,1,1,92064,32.983606,-117.019035,6
2016000059,A-,91.8,3.25,INT 210,Western Civilization &amp; the Formation of Christendom,23,96.88,2,1,1,92064,32.983606,-117.019035,20
2016000059,A,96.5,3.25,KIN 150,Intro to Athletic Training,23,93.75,2,1,1,92064,32.983606,-117.019035,51
2016000059,B+,86.25,3.25,CHE 100,Natural World: Chemistry,23,94.44,2,1,1,92064,32.983606,-117.019035,6
2016000059,P+,100.0,3.25,BIO 390,Journal Club and Scientific Writing,23,100.0,2,1,1,92064,32.983606,-117.019035,31
2016000061,A,93.38,3.85,INT 300,Ethics,23,92.68,2,1,1,92081,33.164374,-117.24027,29
2016000061,A,94.0,3.85,THE 100,Orthodox Christianity,23,96.67,2,1,1,92081,33.164374,-117.24027,83
2016000061,A-,90.0,3.85,HIS 100,Introduction to Historical Study,23,100.0,2,1,1,92081,33.164374,-117.24027,20
